,x1,x2,y1,y2,object_type_Car,object_type_Van,static_dynamic_dynamic,static_dynamic_static,lat,lon,alt,roll,pitch,yaw,vn,ve,vf,vl,vu,ax,ay,az,af,al,au,wx,wy,wz,wf,wl,wu,pos_accuracy,vel_accuracy,navstat,numsats,posmode,velmode,orimode,Break,frame
10,168.0,190.39,528.48,555.87,0,1,0,1,48.943170799817,8.4088946297331,135.84144592285,0.046894,0.004863,-0.4683756732051,-2.1096581617896,4.063533741931,4.5782919541567,0.046896870751832,0.057937593314782,-1.350229789624,0.41710931029681,9.7613973022275,-1.3056262655391,-0.039728412401289,9.7763080947983,0.0024914033834804,0.0056164333434284,0.0049085793599799,0.0025145661436574,0.0053808996363041,0.0051538549211188,0.28425692603699,0.030413812651491,4.0,13.0,4.0,4.0,6.0,True,10
11,167.76,190.66,526.78,554.84,0,1,0,1,48.943169009896,8.4089000502283,135.8489074707,0.047494,0.005513,-0.4682396732051,-2.0485794629498,3.9460891772043,4.4459096977728,0.046722040433834,0.054051429747224,-1.3913799994074,0.48329788645641,9.7110687873917,-1.3415915804838,0.02423313512571,9.7300774668669,0.0049289810527186,0.0070948543089451,0.0022516825937637,0.004941578982202,0.0069810428227756,0.0025591577750383,0.28425692603699,0.030413812651491,4.0,13.0,4.0,4.0,6.0,True,11
12,167.52,190.94,525.01,553.76,0,1,0,1,48.943167254118,8.4089052983473,135.85208129883,0.047988,0.00584,-0.4684036732051,-1.9814540034385,3.8269069637932,4.3092592372521,0.040752990668211,0.041180891118512,-1.4477159464942,0.50981656903086,9.6189768461675,-1.3929789753362,0.050854437374997,9.6404297279611,0.0058660984419475,0.0027333178366196,-0.0011153880233345,0.0058597254187101,0.0027840411422984,-0.00101814330001,0.28425692603699,0.030413812651491,4.0,13.0,4.0,4.0,6.0,False,12
13,168.31,192.27,523.15,552.59,0,1,0,1,48.943165398242,8.4089108788151,135.85202026367,0.048384,0.004585,-0.4688596732051,-1.9100330644364,3.6967438960265,4.1608841413012,0.034372749553572,0.02074090101881,-1.2381992695521,0.47853187186562,9.5625317284544,-1.1884748153179,0.017071455528699,9.5808630490175,0.0032335484908094,-0.010746345280556,-0.0024269609296877,0.0032182626854131,-0.01061651395956,-0.0029618045255888,0.28425692603699,0.030413812651491,4.0,13.0,4.0,4.0,6.0,False,13
14,169.15,193.65,521.2,551.38,0,1,1,0,48.9431637481,8.4089158162254,135.85023498535,0.048588,0.0023,-0.4693266732051,-1.8672440612177,3.6133178502104,4.0671402866718,0.032178437974641,0.0029547665216548,-0.760705527454,0.44554881851296,9.7276203483624,-0.72715770372631,-0.026124758211821,9.7406367068933,0.0026451688474781,-0.02053685987366,-0.0029577225548623,0.002632213883258,-0.020369311106568,-0.0039591057245676,0.28425692603699,0.030413812651491,4.0,13.0,4.0,4.0,6.0,False,14
15,170.02,195.1,519.16,550.12,0,1,1,0,48.943162113745,8.4089206883054,135.84915161133,0.048863,0.000487,-0.4696286732051,-1.8439196814173,3.5620417994277,4.0108711544933,0.033099955890269,0.012625710464994,-0.44533512522766,0.46765766960311,9.9874346939326,-0.43107099332546,-0.018963597092596,9.9992283713902,0.0032879793452946,-0.016928814016965,-0.002276246518079,0.0032835172927937,-0.016797893448312,-0.003101081015655,0.28425692603699,0.030413812651491,4.0,13.0,4.0,4.0,6.0,False,15
16,170.94,196.63,517.02,548.8,0,1,1,0,48.94316032979,8.408925994135,135.85162353516,0.049121,-0.000346,-0.4700026732051,-1.8266856170813,3.5276726593036,3.9724358739283,0.03174663181219,0.029479941848734,-0.34162306200391,0.48205220275978,9.9392600405274,-0.34054112360187,-0.0051615462068623,9.9510402785841,0.002606385907722,-0.0081473449656186,-0.0027266374507703,0.002606065241539,-0.0080040879392289,-0.0031218898682818,0.28425692603699,0.030413812651491,4.0,13.0,4.0,4.0,6.0,False,16
17,189.34,218.74,94.96,181.94,1,0,0,1,48.943158714374,8.4089307686069,135.85632324219,0.049635,-9.3e-05,-0.4703126732051,-1.8109121531832,3.499581988261,3.9402570697609,0.029146814993664,0.039019643047901,-0.3144779894327,0.51049191362398,9.8553536328625,-0.31594323370832,0.023496596774893,9.868512334883,0.0046994176265596,0.0008531787237313,-0.0032005891924683,0.0046998795549146,0.0010100868065278,-0.0031526345784312,0.28425692603699,0.030413812651491,4.0,12.0,4.0,4.0,6.0,True,17
18,189.32,219.03,89.28,177.41,1,0,0,1,48.943156965542,8.4089359779712,135.86668395996,0.048942,0.000338,-0.4705146732051,-1.7870982681234,3.4647162795719,3.8983928902857,0.022547494913792,0.037826155465296,-0.38285831473696,0.5466589186608,9.732757946705,-0.38121912252841,0.066666482208205,9.7479362279598,-0.0056885568090361,0.0029060772585398,-0.0016023659334985,-0.0056885761571624,0.0029816518713474,-0.0014550153185905,0.28425692603699,0.030413812651491,4.0,12.0,4.0,4.0,6.0,True,18
19,189.29,219.32,83.48,172.78,1,0,0,1,48.94315538914,8.4089406560499,135.87394714355,0.047822,0.000222,-0.4705416732051,-1.7645035711686,3.4295457644541,3.8568031159293,0.018038002461286,0.037374632063034,-0.42901627139328,0.50482734621398,9.7967040328087,-0.42675769717039,0.030606992866908,9.8097603228726,-0.0095715520853742,-0.00014146621542022,-0.00059875206756374,-0.0095716059102264,-0.00011212107174197,-0.00060172081084147,0.28284624798643,0.030413812651491,4.0,12.0,4.0,4.0,6.0,True,19
20,189.27,219.63,77.55,168.05,1,0,0,1,48.943153843412,8.4089452729802,135.88200378418,0.046443,4.3e-05,-0.4706276732051,-1.744206492112,3.3907290391034,3.8130045319175,0.017199619171478,0.039023019284282,-0.43380239075621,0.44957446552589,9.8071037758017,-0.43280162370456,-0.013883515933571,9.8174577423973,-0.013698684150913,-0.00095005577077999,-0.00033025463225941,-0.013698746801029,-0.00093318823990506,-0.00037352313006718,0.28284624798643,0.029,4.0,12.0,4.0,4.0,6.0,False,20
21,189.25,219.93,71.49,163.23,1,0,0,1,48.94315215449,8.4089503111697,135.88990783691,0.046142,-0.000367,-0.4707536732051,-1.7264942485208,3.3477186135176,3.7666403099237,0.020592001835054,0.040049899716883,-0.39272208149842,0.4004902306827,9.8174633831217,-0.39444515628652,-0.054416794032914,9.8254265062502,-0.0028992801972039,-0.00335840959539,-0.0010214483311594,-0.0028989812808521,-0.0033076274890955,-0.0011750618791409,0.28284624798643,0.029,4.0,12.0,4.0,4.0,6.0,False,21
22,189.22,220.25,65.3,158.31,1,0,0,1,48.943150640226,8.4089548386657,135.90184020996,0.046174,-0.00069,-0.4708766732051,-1.7126499993663,3.3129681518284,3.7293934292185,0.02353014131363,0.03787993250073,-0.35990669482177,0.42204295078941,9.7462708185409,-0.36458633943263,-0.028545233500219,9.7551941520253,-0.00039720674971324,-0.0036338420104675,-0.00085930286889447,-0.00039672735203257,-0.0035903412810432,-0.0010260272040076,0.28284624798643,0.029,4.0,13.0,4.0,4.0,6.0,True,22
23,189.2,220.57,58.97,153.28,1,0,0,1,48.943149129824,8.4089593158588,135.91137695312,0.046243,-0.001217,-0.4710196732051,-1.6954550857708,3.2798339710253,3.692067950989,0.022652206752727,0.033929038471455,-0.37200135941757,0.43722286386104,9.7571832589295,-0.38074241797433,-0.01362772893737,9.7666250866516,0.0012106151315039,-0.0056485599042358,-0.00061649996270484,0.0012113500807767,-0.0056140938343669,-0.00087510759549022,0.28284624798643,0.029,4.0,13.0,4.0,4.0,6.0,False,23
24,189.18,220.9,52.49,148.15,1,0,0,1,48.943147498453,8.4089641828534,135.91734313965,0.046084,-0.002155,-0.4710356732051,-1.6772372427502,3.2437542893755,3.6516505578748,0.022685380310974,0.028533795183531,-0.33678114294452,0.46295569570218,9.763543769067,-0.35311109930681,0.011543943318477,9.7739378324807,-0.001977396070728,-0.0084212556341557,-0.00011738378771882,-0.0019765469197411,-0.0084067720214845,-0.00051046768232387,0.28284624798643,0.029,4.0,13.0,4.0,4.0,6.0,False,24
25,189.15,221.24,45.87,142.9,1,0,0,1,48.943146029899,8.4089685721382,135.92393493652,0.04563,-0.002687,-0.4710876732051,-1.6548289150987,3.2185528796387,3.6190250383656,0.014075604547646,0.030808590978114,-0.28465335436331,0.56235378245152,9.8510828148778,-0.30846427463855,0.10948737942699,9.8658050827541,-0.0052087468926042,-0.0047914389152083,-0.00086442315836257,-0.0052058621446203,-0.0047469520665721,-0.0010977910874158,0.28284624798643,0.029,4.0,13.0,4.0,4.0,6.0,True,25
26,189.13,221.58,39.1,137.54,1,0,0,1,48.94314442693,8.4089734019813,135.92755126953,0.044427,-0.002606,-0.4714216732051,-1.6329868887778,3.1902499011329,3.5838938434233,0.0065816108432079,0.036803953376049,-0.29376752040053,0.43306937992141,9.8301472184727,-0.319398585163,-0.0090184334904717,9.8389173135706,-0.0090261710187304,-0.00012591132763471,-0.0029244319022334,-0.0090184222396575,5.1012693272277e-06,-0.0029521228069509,0.28284624798643,0.029,4.0,13.0,4.0,4.0,6.0,True,26
27,189.1,221.93,32.16,132.06,1,0,0,1,48.943142990437,8.4089777138006,135.93667602539,0.043267,-0.002729,-0.4717046732051,-1.6180756169328,3.160020039571,3.5501912866386,0.0060727204867032,0.041644523794301,-0.29526787794133,0.41512836966273,9.8884065464851,-0.3217967166588,-0.019262432817411,9.8962864657922,-0.011212353163,-0.00087316346318398,-0.0030972740427646,-0.011203896024381,-0.00073672425405311,-0.0031629289484779,0.28284624798643,0.029,4.0,13.0,4.0,4.0,6.0,False,27
28,189.76,223.02,24.99,126.4,1,0,0,1,48.943141568266,8.4089819773445,135.94979858398,0.042611,-0.00281,-0.4720696732051,-1.6068585839452,3.1311908325076,3.5194161062109,0.0079437287159819,0.047155104269791,-0.25153536395177,0.36819591087352,9.8001332418565,-0.27857890565283,-0.053316389190182,9.8061867711994,-0.0065921521445295,-0.00090209752952012,-0.003308620950868,-0.0065829044740815,-0.00075916267810539,-0.0033623558429752,0.28284624798643,0.029,4.0,13.0,4.0,4.0,6.0,False,28
29,190.43,224.14,17.65,120.62,1,0,0,1,48.943140156672,8.4089862166481,135.96156311035,0.042294,-0.003264,-0.4727956732051,-1.6006684691355,3.1045512631565,3.4928825104115,0.012555803814297,0.043698751215369,-0.2208461163975,0.34491782420439,9.7503072141116,-0.25022555978069,-0.069641110001284,9.755454032197,-0.0035082659432631,-0.0045785760578207,-0.005890958137342,-0.0034898510418827,-0.0043244614838411,-0.0060899004262789,0.28214358046924,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,29
30,191.12,225.28,10.12,114.7,1,0,0,1,48.94313859264,8.4089908579726,135.96832275391,0.042349,-0.004469,-0.4736506732051,-1.597759008276,3.0899905781076,3.4786036455414,0.014027412307418,0.035551853674972,-0.0044565592534432,0.3815685910102,9.7091582884638,-0.041845557369359,-0.0295837330487,9.7165546784319,0.00047072133960916,-0.01120138921219,-0.0077252429892264,0.00050301198317538,-0.010864588419067,-0.0081890514758899,0.28214358046924,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,30
31,191.82,226.45,2.48,108.69,1,0,0,1,48.943137144653,8.4089951133215,135.97387695312,0.042197,-0.006101,-0.4743146732051,-1.6043445576658,3.0995312203889,3.4901072396481,0.012949217372663,0.033587228313063,0.23483533939515,0.38571679566582,9.8128427856353,0.18276613117847,-0.029650949369152,9.8215744559871,-0.0019349028253822,-0.014364101383785,-0.0059363184331615,-0.0019007223602939,-0.014100278462085,-0.0065499398740318,0.28214358046924,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,31
32,192.55,227.66,0.0,102.43,1,0,0,1,48.94313569313,8.4089993862715,135.97872924805,0.042355,-0.00722,-0.4752396732051,-1.6141112377915,3.1164699008148,3.509646173049,0.01101855584053,0.036993750782188,0.24674270567115,0.41430266454845,9.8413535934923,0.18143931352793,-0.0024349793840109,9.8515035875144,0.00057061314806936,-0.010736684536034,-0.0079221911654811,0.00062648417612016,-0.010391926953232,-0.0083648578981603,0.28214358046924,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,32
33,193.55,229.19,0.0,95.71,1,0,0,1,48.943134090051,8.4090041014327,135.98536682129,0.042551,-0.007763,-0.4762506732051,-1.6233054364218,3.1290205726771,3.5250242897006,0.0098903014296014,0.042677707618412,0.17269885813802,0.33012573639072,9.8508359783042,0.098856115526876,-0.088017241213529,9.8569716512835,0.0020821796055326,-0.0050516870825342,-0.0081313700942623,0.0021445610376491,-0.0047023670184123,-0.0083217782263451,0.28214358046924,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,33
34,194.58,230.75,0.0,88.83,1,0,0,1,48.943132618788,8.4090083868967,135.99183654785,0.043241,-0.00831,-0.4769856732051,-1.6354957469577,3.1334854188466,3.5345922718963,0.015775514161467,0.045102148471846,0.18481279118667,0.31998448132338,9.8132827848974,0.10611465975642,-0.10130354114827,9.8191397818766,0.005694252587407,-0.005431754882199,-0.0066798196691659,0.005749071956337,-0.0051405609836873,-0.0068602828411536,0.28214358046924,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,34
35,195.64,232.36,0.0,81.77,1,0,0,1,48.943131128731,8.4090126984214,135.99984741211,0.043948,-0.009153,-0.4775786732051,-1.6481298132236,3.1454370969786,3.5510202304681,0.019216311896656,0.043660580899778,0.29445684298282,0.41831860179867,9.786444033638,0.20927986126517,-0.0082360147748675,9.7976122022004,0.0067806234313733,-0.0083149685718337,-0.0057919475907592,0.006833606617108,-0.0080550386195075,-0.0060896034095188,0.28214358046924,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,35
36,196.72,234.02,0.0,74.53,1,0,0,1,48.943129473141,8.4090175074355,136.00778198242,0.044719,-0.010126,-0.4782976732051,-1.6614457273181,3.1713226222062,3.5801418851732,0.016521122845977,0.046870496834863,0.38805651760427,0.42149002116739,9.8724090947955,0.29283263048788,-0.016131154802985,9.8846904012549,0.0073710983485811,-0.0089642855929716,-0.0056949403307315,0.00742895703137,-0.008703667716352,-0.0060148207301658,0.28214358046924,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,36
37,197.83,235.72,0.0,67.1,1,0,0,1,48.943127950595,8.4090219105482,136.0153503418,0.04541,-0.010793,-0.4791406732051,-1.6788714964857,3.1995029733009,3.6131926804647,0.016389111544216,0.055148477570544,0.46303876547051,0.43452630426697,9.8863744172469,0.36050149732437,-0.011269155170144,9.900205284205,0.0060410372405305,-0.0080367832944494,-0.0076901929043907,0.0061242806567032,-0.0076819306778667,-0.0079819842727883,0.28214358046924,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,37
38,198.97,237.46,0.0,59.48,1,0,0,1,48.943126410865,8.4090263709421,136.02490234375,0.045312,-0.011255,-0.4797986732051,-1.6957074121192,3.2376590188029,3.6548226455786,0.011109610359363,0.063089322706637,0.58232093755603,0.4911717791152,9.8466643057249,0.47413118644691,0.044598239494696,9.8646345431176,-0.00018316937680552,-0.0053327901849192,-0.0066897284050943,-0.00010732726889989,-0.0050242418789433,-0.0069271355298187,0.28214358046924,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,38
39,200.14,239.26,0.0,51.66,1,0,0,1,48.943124701724,8.4090313316849,136.03375244141,0.04523,-0.011508,-0.4804566732051,-1.7242488160818,3.2894407985254,3.7139410685029,0.0098466820677115,0.063482402345196,0.706573801758,0.38315657205226,9.7384786293865,0.59594502422608,-0.057706196294038,9.753252681001,-0.00033633436072771,-0.0030556885460497,-0.0054458497027822,-0.00027319197351173,-0.0028061895242208,-0.0055821357452625,0.28072940708091,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,39
40,201.35,241.11,0.0,43.62,1,0,0,1,48.943123099681,8.4090359366038,136.03982543945,0.045782,-0.011806,-0.4808796732051,-1.7640102566311,3.3432795457872,3.780069254475,0.018370890219573,0.057227914444238,0.83912231508218,0.31697591207536,9.7594960865984,0.72576867699924,-0.12675850687945,9.7729108239838,0.0057955104939885,-0.0037745667891538,-0.0044161524166253,0.0058481447783076,-0.0035701704534306,-0.0045151624266368,0.28072940708091,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,40
41,202.58,243.01,0.0,35.37,1,0,0,1,48.943121279148,8.4090411007744,136.0475769043,0.047423,-0.012453,-0.4813946732051,-1.8123933545093,3.4147591382163,3.8658333480173,0.026291429980786,0.056428520475886,0.94564781945947,0.40779995365485,9.7974017158238,0.8270072468304,-0.049944360200926,9.8165240910351,0.012774511333814,-0.0065743892251667,-0.0045894060705868,0.012832721810439,-0.0063530234617217,-0.0047372483988268,0.28072940708091,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,41
42,203.85,244.97,0.0,26.89,1,0,0,1,48.943119572524,8.4090458991437,136.05805969238,0.04893,-0.013333,-0.4817346732051,-1.8571533632336,3.4956203177748,3.9582387447954,0.026978873612853,0.059122975596741,1.1242923128471,0.48180513140721,9.8312643239089,0.99806549173464,0.008724852349196,9.8567336792387,0.014786912065012,-0.0092633797904421,-0.0036272657802824,0.014837607541826,-0.0090787626067593,-0.0038798702202127,0.28072940708091,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,42
43,204.09,245.95,0.0,17.15,1,0,0,1,48.943117825259,8.4090508170172,136.06790161133,0.049954,-0.013653,-0.4821686732051,-1.906184852899,3.5918139846478,4.0662120642581,0.024200536070401,0.066730036037548,1.2835444858153,0.50243480428419,9.877633825354,1.1503935265911,0.014553723444154,9.9068052612123,0.010446895688053,-0.0037240696836155,-0.0041377802029514,0.010503984141401,-0.0035155939067585,-0.0041743887474849,0.28072940708091,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,43
44,204.35,246.96,0.0,7.1,1,0,0,1,48.943115835051,8.4090563925189,136.08325195312,0.050356,-0.012897,-0.4824376732051,-1.9663035747684,3.7113777644165,4.2000301969362,0.020433890513804,0.077029173166255,1.3864713074662,0.53962072342617,9.8343151549396,1.2555121964643,0.045594199852385,9.8665622773045,0.0026882757235012,0.0067468567965627,-0.0026288372419765,0.0027189801451284,0.0068698170153161,-0.0022477520871839,0.28072940708091,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,44
45,182.4,198.35,628.42,664.38,1,0,0,1,48.943113979848,8.4090616601446,136.09602355957,0.049498,-0.011799,-0.4827446732051,-2.0234063923374,3.8337892357164,4.3349666192373,0.01310983175556,0.075851917981518,1.5070055691783,0.56949644576584,9.7235465393325,1.3863562285283,0.084064571209262,9.7577213711344,-0.0067669015569245,0.010024769242114,-0.0035845853420474,-0.0067282558621893,0.010190951251497,-0.0031611762415348,0.28072940708091,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,45
46,181.93,197.99,628.61,664.83,1,0,0,1,48.943112070872,8.409067102479,136.10678100586,0.048989,-0.010981,-0.4831286732051,-2.0923305320219,3.9613251114076,4.4799293382057,0.013360474903843,0.068439135899637,1.6056463051959,0.36624396615788,9.7021556127664,1.4946528967284,-0.11131167548994,9.7261400464177,-0.003759576093522,0.0076615363364086,-0.0037984501987278,-0.0037201214680029,0.0078391301805771,-0.0034603661003934,0.28072940708091,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,46
47,181.46,197.62,628.81,665.29,1,0,0,1,48.943109889301,8.409073294366,136.1195526123,0.04943,-0.010692,-0.4832646732051,-2.1802918854843,4.1032787123018,4.6465028193922,0.024198337660454,0.067027099074463,1.6537657839049,0.47377188747913,9.8896565840338,1.5457751015468,-0.014490627759692,9.9184322863299,0.0016898978278289,0.0037076131045089,-0.0016165496441995,0.0017057270385751,0.0037826809024431,-0.0014138450404879,0.28072940708091,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,47
48,180.99,197.24,629.02,665.75,1,0,0,1,48.943107853578,8.4090791162011,136.13446044922,0.050394,-0.0098,-0.4834296732051,-2.2549771977561,4.2441414475453,4.8059421842001,0.024066753609259,0.078095670920644,1.7314479818932,0.4858632485392,9.8372832840748,1.6302236421088,-0.0057313696788989,9.8665143909577,0.0081257567824777,0.0082654016301616,-0.0016310370296988,0.0081382485785646,0.0083360536784014,-0.0011330159664312,0.27932955446927,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,48
49,180.5,196.86,629.22,666.22,1,0,0,1,48.943105749422,8.4090851552815,136.14579772949,0.049952,-0.008774,-0.4829286732051,-2.3288461376324,4.3894061301104,4.9688917383889,0.022987864539073,0.071520210380988,1.7156857171717,0.54253201227591,9.6934987976008,1.6254606792503,0.056478182509059,9.7240143335388,-0.0024297465634319,0.0092393044087313,0.0035449459142657,-0.0024652432523796,0.0090500755935404,0.003983488237234,0.27932955446927,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,49
50,180.01,196.48,629.43,666.7,1,0,0,1,48.943103367483,8.4090920351362,136.15484619141,0.049589,-0.008599,-0.4824506732051,-2.4047785757878,4.5550570449788,5.1508512678699,0.015761353972163,0.059791429397716,1.7387121103735,0.5460170610485,9.6302686478322,1.6547814607256,0.066281685860184,9.6602606715303,-0.003005884797428,0.001915344480612,0.0037590042277462,-0.0030389888468674,0.001725927909343,0.0038245978174996,0.27932955446927,0.029698484809835,4.0,13.0,4.0,4.0,6.0,False,50
51,180.4,196.99,629.95,667.46,1,0,0,1,48.943101129433,8.4090985443121,136.16583251953,0.049499,-0.00981,-0.4822836732051,-2.4773320943274,4.7042718789621,5.3166906038768,0.012475931996497,0.051833030210075,1.7595969104052,0.45963859693244,9.7579120009837,1.6692936594309,-0.023688626945466,9.7845485714678,0.00018173714965465,-0.010122939324466,0.0013661100053994,0.00017464213368912,-0.01017837661467,0.0008678939926725,0.27932955446927,0.029698484809835,4.0,12.0,4.0,4.0,6.0,False,51
52,180.79,197.51,630.48,668.23,1,0,0,1,48.943098825669,8.4091052281659,136.17147827148,0.04923,-0.010812,-0.4816326732051,-2.5551873469011,4.8511820964099,5.48294678068,0.015535042833967,0.051094177646699,1.7460711903239,0.46492763131665,9.8469933172888,1.6446877732221,-0.021709585764582,9.8753516976453,-0.0025626413670893,-0.0092734871454733,0.0058145652709654,-0.0026185064455792,-0.009548951536675,0.0053226818509397,0.27932955446927,0.029698484809835,4.0,12.0,4.0,4.0,6.0,False,52
